lower_mfc_v,upper_mfc_v,pitch_deg,deflection_mm,predicted_cl,predicted_cd,predicted_lift_to_drag,cl_error,cd_violation,satisfies_cd_constraint,voltage_magnitude,method
-300.0,600.0,8.0,-3.6502843714253634,0.11964149390067896,0.049927273126321406,2.3963154085738476,0.03035850609932103,0.0,True,900.0,grid_search
-200.0,650.0,8.0,-3.6287050210844587,0.11927280891504763,0.04983536453318573,2.393336740531375,0.030727191084952366,0.0,True,850.0,grid_search
-100.0,700.0,8.0,-3.6071256707435544,0.11890412392941631,0.04974345594005006,2.390347065405296,0.031095876070583686,0.0,True,800.0,grid_search
-450.0,500.0,8.0,-3.563187569284846,0.11815343783140783,0.049556319208576366,2.3842254573854595,0.03184656216859216,0.0,True,950.0,grid_search
-350.0,550.0,8.0,-3.5416082189439413,0.1177847528457765,0.04946441061544069,2.381201987050647,0.0322152471542235,0.0,True,900.0,grid_search
