mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__estimator__alpha,param_regressor__estimator__hidden_layer_sizes,param_regressor__estimator__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.4558250904083252,0.21637752468862498,0.01097869873046875,0.003219164192795862,0.001,"(128, 64)",0.003,"{'regressor__estimator__alpha': 0.001, 'regressor__estimator__hidden_layer_sizes': (128, 64), 'regressor__estimator__learning_rate_init': 0.003}",0.9935706204024171,0.9956810645865648,0.9936677488377406,0.9895589458643599,0.995336302640381,0.9935629364662926,0.0021759724142432096,1,0.9940680235205257,0.9949129031430912,0.9936031042594167,0.9922084258291732,0.9951619955924897,0.9939908904689393,0.0010540495648367022
2.047532081604004,0.10380338770098657,0.013637495040893555,0.004742420183785296,0.0001,"(128, 64)",0.003,"{'regressor__estimator__alpha': 0.0001, 'regressor__estimator__hidden_layer_sizes': (128, 64), 'regressor__estimator__learning_rate_init': 0.003}",0.9924822548430523,0.9957177893087119,0.9923155583149224,0.9903799217529887,0.9953467238003535,0.9932484496040057,0.0020092877236134016,2,0.9929682165552726,0.9949707942723005,0.992279938640295,0.9926675141374043,0.9953009059551282,0.9936374739120801,0.0012471069507534972
1.5799253463745118,0.04233775811519874,0.006403827667236328,0.0015664033483189974,0.01,"(128, 64)",0.003,"{'regressor__estimator__alpha': 0.01, 'regressor__estimator__hidden_layer_sizes': (128, 64), 'regressor__estimator__learning_rate_init': 0.003}",0.9880849431918011,0.9894477969248558,0.9883697198817791,0.9867904452931977,0.989178871430255,0.9883743553443777,0.0009372379517429124,3,0.9885597240661321,0.9886061842017768,0.9882521976321075,0.9898692330641892,0.9892445517906855,0.9889063781509781,0.0005796013470368987
0.8903891563415527,0.11851822016903252,0.010972166061401367,0.006057683204789711,0.01,"(64, 32)",0.003,"{'regressor__estimator__alpha': 0.01, 'regressor__estimator__hidden_layer_sizes': (64, 32), 'regressor__estimator__learning_rate_init': 0.003}",0.9875807399367553,0.987865258694262,0.9872095076457783,0.986052532204479,0.9879345382541238,0.9873285153470797,0.0006872074274065969,4,0.9866294191004834,0.9888473580693886,0.9874195291620552,0.9873365290725064,0.9892133202111076,0.9878892311231082,0.0009782070312008898
0.8269786357879638,0.06228329957840116,0.013480138778686524,0.008610198983656368,0.001,"(64, 32)",0.003,"{'regressor__estimator__alpha': 0.001, 'regressor__estimator__hidden_layer_sizes': (64, 32), 'regressor__estimator__learning_rate_init': 0.003}",0.9873901415163345,0.9892183461636064,0.9863382475700666,0.9856868871780348,0.9850038360546919,0.9867274916965469,0.0014730117640657618,5,0.9885588679543047,0.9896431103050847,0.986606536356532,0.9869032709086437,0.9853645852882135,0.9874152741625556,0.0015094760460997588
0.8095937728881836,0.09085063242411773,0.01823534965515137,0.020629718414453446,0.0001,"(64, 32)",0.003,"{'regressor__estimator__alpha': 0.0001, 'regressor__estimator__hidden_layer_sizes': (64, 32), 'regressor__estimator__learning_rate_init': 0.003}",0.9869679544118051,0.9874987246303544,0.9861613018678146,0.9844758140629002,0.9852847116801099,0.9860777013305968,0.0010966970612767855,6,0.9883090644064368,0.9880285569279512,0.9861531829685071,0.9856338919594617,0.9856773185334861,0.9867604029591686,0.0011676799038666161
2.221560001373291,0.25997333077880086,0.015201234817504882,0.008585667340803902,0.0001,"(128, 64)",0.001,"{'regressor__estimator__alpha': 0.0001, 'regressor__estimator__hidden_layer_sizes': (128, 64), 'regressor__estimator__learning_rate_init': 0.001}",0.9836142981322179,0.9827818826323946,0.9838157903903859,0.9796109449006354,0.98444047602786,0.9828526784166988,0.0017054382868447763,7,0.9832259605526865,0.9820756588738697,0.9820920849561416,0.9835487006150377,0.9854534891535445,0.9832791788302562,0.0012378006067923935
1.51503529548645,0.23170353696220697,0.012195253372192382,0.002818836618099666,0.001,"(128, 64)",0.001,"{'regressor__estimator__alpha': 0.001, 'regressor__estimator__hidden_layer_sizes': (128, 64), 'regressor__estimator__learning_rate_init': 0.001}",0.9823985474999581,0.9815495885539741,0.9833731059308191,0.9780273580923842,0.9837044863304079,0.9818106172815086,0.002037398281341252,8,0.9821618864537747,0.9809930804365384,0.9819145188163072,0.9823280888552537,0.9846916792037979,0.9824178507531343,0.0012269624474765001
1.5694546699523926,0.22263911809492642,0.010401201248168946,0.0015607682719402628,0.01,"(128, 64)",0.001,"{'regressor__estimator__alpha': 0.01, 'regressor__estimator__hidden_layer_sizes': (128, 64), 'regressor__estimator__learning_rate_init': 0.001}",0.9803838471031556,0.9770837905917089,0.980978229822306,0.9759454736880684,0.9838660893417184,0.9796514861093915,0.002842079177271945,9,0.9805901608696757,0.9778796542381812,0.978709382011356,0.9805452048994896,0.9838551302527334,0.9803159064542871,0.002057675581963143
0.751280689239502,0.17388207257566063,0.011624002456665039,0.004852437452200031,0.01,"(64, 32)",0.001,"{'regressor__estimator__alpha': 0.01, 'regressor__estimator__hidden_layer_sizes': (64, 32), 'regressor__estimator__learning_rate_init': 0.001}",0.9611166485702629,0.9571037361039565,0.9584534518377437,0.9586188673027034,0.9596753725199341,0.9589936152669202,0.0013398447056765994,10,0.9627876292690201,0.9571433583009035,0.9586174636312983,0.9587172872439711,0.9624473979078767,0.9599426272706137,0.002256605234987716
0.8324357509613037,0.056118127842438505,0.008306169509887695,0.001473452208278628,0.001,"(64, 32)",0.001,"{'regressor__estimator__alpha': 0.001, 'regressor__estimator__hidden_layer_sizes': (64, 32), 'regressor__estimator__learning_rate_init': 0.001}",0.9504828959428514,0.9506155439679038,0.9549524950505462,0.9573859695074535,0.9529534050461212,0.9532780619029753,0.0026338560259258265,11,0.9525805738268996,0.9513371291917525,0.954116781597457,0.9567208920484274,0.9558170697857848,0.9541144892900644,0.00198790073704468
0.792057991027832,0.13524851939043847,0.010773658752441406,0.0012053780993993282,0.0001,"(64, 32)",0.001,"{'regressor__estimator__alpha': 0.0001, 'regressor__estimator__hidden_layer_sizes': (64, 32), 'regressor__estimator__learning_rate_init': 0.001}",0.9499687146348812,0.9503572709967791,0.9522924115620457,0.9563001264052533,0.9527125623882764,0.9523262171974471,0.0022528616155005335,12,0.952117445476391,0.9509558594750408,0.9505815847018242,0.955583362448814,0.955485598895178,0.9529447701994496,0.0021745278697999034
0.3551058769226074,0.059919407687385344,0.007188272476196289,0.0006654698686647516,0.01,"(32,)",0.003,"{'regressor__estimator__alpha': 0.01, 'regressor__estimator__hidden_layer_sizes': (32,), 'regressor__estimator__learning_rate_init': 0.003}",0.9040239262886804,0.9037928774107234,0.9004572948578414,0.9047673646642511,0.9045964482660716,0.9035275822975137,0.0015762575038669136,13,0.9059333683953955,0.9058388033868754,0.9051213595412284,0.9059553916686989,0.904957659368176,0.9055613164720748,0.00043097120140765855
0.49077930450439455,0.07022423895804643,0.007163095474243164,0.0008993893786668599,0.001,"(32,)",0.003,"{'regressor__estimator__alpha': 0.001, 'regressor__estimator__hidden_layer_sizes': (32,), 'regressor__estimator__learning_rate_init': 0.003}",0.894290672013645,0.8960876238562865,0.8901106880129916,0.8970460773466751,0.8986796570365942,0.8952429436532385,0.002933347707776345,14,0.8973823612880828,0.8983165620050177,0.8939333868296684,0.8989382506126475,0.8968406565637794,0.8970822434598391,0.0017338995264314218
0.36902408599853515,0.037862200611356436,0.007096195220947265,0.0012107859468335476,0.0001,"(32,)",0.003,"{'regressor__estimator__alpha': 0.0001, 'regressor__estimator__hidden_layer_sizes': (32,), 'regressor__estimator__learning_rate_init': 0.003}",0.8929615634175401,0.8951631352350484,0.8886221441741149,0.8959286096997,0.8981073793804026,0.8941565663813613,0.003219319896632815,15,0.8961677020338072,0.8972939923446293,0.8922971173082571,0.8979547064061872,0.8959375065198902,0.8959302049225542,0.0019603217181972245
0.5982316493988037,0.03326844528625584,0.008887386322021485,0.0021245226159145206,0.01,"(32,)",0.001,"{'regressor__estimator__alpha': 0.01, 'regressor__estimator__hidden_layer_sizes': (32,), 'regressor__estimator__learning_rate_init': 0.001}",0.7820009179394283,0.7921913733389281,0.7956039151677412,0.7810761696549033,0.8224821890291065,0.7946709130260214,0.015005542348058969,16,0.797461292365787,0.7980567537103708,0.7947376833719018,0.7870916008368352,0.801382006888985,0.7957458674347759,0.00481584284363237
0.8374048709869385,0.11297160911133325,0.01867966651916504,0.022018159760778273,0.001,"(32,)",0.001,"{'regressor__estimator__alpha': 0.001, 'regressor__estimator__hidden_layer_sizes': (32,), 'regressor__estimator__learning_rate_init': 0.001}",0.7710513194360686,0.7841596695870942,0.7876679270959712,0.7717490468328745,0.8168606671710122,0.7862977260246041,0.016641268508810047,17,0.7893337929384785,0.7893506840990896,0.7858310225372744,0.7788709466414574,0.7944744796623904,0.787572185175738,0.005150751185499319
0.5070327758789063,0.021459807009775206,0.008360052108764648,0.002007569611389273,0.0001,"(32,)",0.001,"{'regressor__estimator__alpha': 0.0001, 'regressor__estimator__hidden_layer_sizes': (32,), 'regressor__estimator__learning_rate_init': 0.001}",0.7697933208144749,0.7831529925813946,0.7866723891910896,0.7706834994872209,0.8162053355567379,0.7853015075261836,0.0168269547694265,18,0.788350957982227,0.7882599296854018,0.7847445302757043,0.7779403348452905,0.7936941341151301,0.7865979773807507,0.0051880730005268985
